CSAFP,CBSAFP,Simulation_ID,GEOIDFQ,Simulation_Name,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Sqkm,Beltline Score
,40760,40760,310M700US40760,"Ruidoso, NM","Ruidoso, NM Micro Area",M2,2,G3110,12512530052,554839,+33.7408411,-105.4498055,13439.174174837683,0.1
250,40770,40770,310M700US40770,"Russellville, AL","Russellville, AL Micro Area",M2,2,G3110,1641945980,32539346,+34.4419892,-087.8428144,1673.405482196168,0.1
,40780,40780,310M700US40780,"Russellville, AR","Russellville, AR Micro Area",M2,2,G3110,4510044460,97766991,+35.1995857,-093.2527625,4640.904785707718,0.1
384,40820,40820,310M700US40820,"Ruston, LA","Ruston, LA Micro Area",M2,2,G3110,1221532396,1897706,+32.6018231,-092.6623026,1231.008755187937,0.1
,40860,40860,310M700US40860,"Rutland, VT","Rutland, VT Micro Area",M2,2,G3110,2410117478,38757463,+43.6123987,-073.0603041,2524.3207135583507,0.1
472,40900,40900,310M700US40900,"Sacramento-Roseville-Folsom, CA","Sacramento-Roseville-Folsom, CA Metro Area",M1,1,G3110,13191282211,548045435,+38.7902715,-121.0056427,16962.34214146353,0.1
,40940,40940,310M700US40940,"Safford, AZ","Safford, AZ Micro Area",M2,2,G3110,11970605960,47476264,+32.9318277,-109.8783103,13447.80506817665,0.1
474,40980,40980,310M700US40980,"Saginaw, MI","Saginaw, MI Metro Area",M1,1,G3110,2074080705,39260622,+43.3282667,-084.0554100,2114.62942869669,0.1
378,41060,41060,310M700US41060,"St. Cloud, MN","St. Cloud, MN Metro Area",M1,1,G3110,4535547256,134061319,+45.5930312,-094.4883635,4705.069085055767,0.1
,41100,41100,310M700US41100,"St. George, UT","St. George, UT Metro Area",M1,1,G3110,6287425958,7782767,+37.2625308,-113.4878003,7201.573986021288,0.1
312,41140,41140,310M700US41140,"St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",M1,1,G3110,4288288064,51606903,+39.8348430,-094.7837537,4384.100677841979,0.1
476,41180,41180,310M700US41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,1,G3110,20366431576,565648027,+38.7402108,-090.3458253,20960.30702603555,0.1
,15420,15420,310M700US15420,"Burley, ID","Burley, ID Micro Area",M2,2,G3110,8606105981,52489364,+42.3691987,-113.6424237,9717.576762946064,0.1
161,15460,15460,310M700US15460,"Burlington, IA-IL","Burlington, IA-IL Micro Area",M2,2,G3110,2058838021,77907870,+40.8638225,-091.0699761,2141.2033649047435,0.1
268,15500,15500,310M700US15500,"Burlington, NC","Burlington, NC Metro Area",M1,1,G3110,1096763237,27913357,+36.0439535,-079.4005733,1136.8377566268018,0.1
162,15540,15540,310M700US15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area",M1,1,G3110,3236396822,656678039,+44.6891146,-073.0411754,4008.4151685475367,0.1
,15580,15580,310M700US15580,"Butte-Silver Bow, MT","Butte-Silver Bow, MT Micro Area",M2,2,G3110,1859585000,1501437,+45.8962319,-112.6600714,2045.8076833434943,0.1
,15620,15620,310M700US15620,"Cadillac, MI","Cadillac, MI Micro Area",M2,2,G3110,2925940322,50772851,+44.3287385,-085.3264287,2975.655342242638,0.1
122,15660,15660,310M700US15660,"Calhoun, GA","Calhoun, GA Micro Area",M2,2,G3110,923219316,5732775,+34.5096669,-084.8738622,929.0827462518969,0.1
548,15700,15700,310M700US15700,"Cambridge, MD","Cambridge, MD Micro Area",M2,2,G3110,1400573750,1145353067,+38.4291957,-076.0474333,2601.39973293697,0.1
198,15740,15740,310M700US15740,"Cambridge, OH","Cambridge, OH Micro Area",M2,2,G3110,1352599522,15666081,+40.0566648,-081.4978750,1374.6189725719578,0.1
,15780,15780,310M700US15780,"Camden, AR","Camden, AR Micro Area",M2,2,G3110,3525807523,28071063,+33.5675127,-092.7082175,3575.7351670905855,0.1
,15820,15820,310M700US15820,"Campbellsville, KY","Campbellsville, KY Micro Area",M2,2,G3110,1430650158,34281865,+37.3154761,-085.4429813,1464.4534332988078,0.1
444,15860,15860,310M700US15860,"Cañon City, CO","Cañon City, CO Micro Area",M2,2,G3110,3972613662,2235545,+38.4551697,-105.4249582,4232.248715435154,0.1
427,15900,15900,310M700US15900,"Canton, IL","Canton, IL Micro Area",M2,2,G3110,2242109841,43927320,+40.4652401,-090.2022689,2288.3801044273537,0.1
184,15940,15940,310M700US15940,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area",M1,1,G3110,2511817976,24797772,+40.7110505,-081.2614680,2549.345434173952,0.1
163,15980,15980,310M700US15980,"Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area",M1,1,G3110,2023178327,1900208297,+26.5632731,-081.9841817,3944.5511343745998,0.1
164,16020,16020,310M700US16020,"Cape Girardeau, MO-IL","Cape Girardeau, MO-IL Metro Area",M1,1,G3110,3708383561,73454289,+37.3259361,-089.7626388,3784.478103026974,0.1
166,16060,16060,310M700US16060,"Carbondale, IL","Carbondale, IL Micro Area",M2,2,G3110,1511439596,48312243,+37.7860959,-089.3812119,1560.2002464569275,0.1
,16100,16100,310M700US16100,"Carlsbad-Artesia, NM","Carlsbad-Artesia, NM Micro Area",M2,2,G3110,10816692054,56489010,+32.4578347,-104.3064338,11598.451695486976,0.1
,16140,16140,310M700US16140,"Carroll, IA","Carroll, IA Micro Area",M2,2,G3110,1474877202,2145349,+42.0395021,-094.8676496,1491.288820332479,0.1
456,16180,16180,310M700US16180,"Carson City, NV","Carson City, NV Metro Area",M1,1,G3110,374341370,32594082,+39.1530598,-119.7473681,493.74828695452317,0.1
,16220,16220,310M700US16220,"Casper, WY","Casper, WY Metro Area",M1,1,G3110,13831927739,90969877,+42.9776447,-106.7682192,14826.066957677935,0.1
,16260,16260,310M700US16260,"Cedar City, UT","Cedar City, UT Micro Area",M2,2,G3110,8537032446,11390957,+37.9093044,-113.3067405,9736.70174487205,0.1
168,16300,16300,310M700US16300,"Cedar Rapids, IA","Cedar Rapids, IA Metro Area",M1,1,G3110,5202595814,29469265,+42.0862886,-091.6310949,5246.928460839819,0.1
122,16340,16340,310M700US16340,"Cedartown, GA","Cedartown, GA Micro Area",M2,2,G3110,803776466,4663881,+33.9960153,-085.1883384,808.3543617168671,0.1
338,16380,16380,310M700US16380,"Celina, OH","Celina, OH Micro Area",M2,2,G3110,1197732211,28431995,+40.5353325,-084.6320588,1226.4022250806609,0.1
476,16460,16460,310M700US16460,"Centralia, IL","Centralia, IL Micro Area",M2,2,G3110,1482865614,9234118,+38.6482361,-088.9203624,1491.9354763525628,0.1
500,16500,16500,310M700US16500,"Centralia, WA","Centralia, WA Micro Area",M2,2,G3110,6223175360,86929743,+46.5800714,-122.3774443,7495.507631453495,0.1
548,16540,16540,310M700US16540,"Chambersburg, PA","Chambersburg, PA Metro Area",M1,1,G3110,2000193445,1553435,+39.9267722,-077.7245208,2031.3288016574447,0.1
169,16580,16580,310M700US16580,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area",M1,1,G3110,4975080231,8505259,+40.2344885,-088.2986226,4981.127448652468,0.1
170,16620,16620,310M700US16620,"Charleston, WV","Charleston, WV Metro Area",M1,1,G3110,4522236616,33223490,+38.2832126,-081.4925567,4577.9709446085,0.1
,16660,16660,310M700US16660,"Charleston-Mattoon, IL","Charleston-Mattoon, IL Micro Area",M2,2,G3110,1316418029,4650073,+39.5136797,-088.2207820,1320.3751236195135,0.1
,16700,16700,310M700US16700,"Charleston-North Charleston, SC","Charleston-North Charleston, SC Metro Area",M1,1,G3110,6708501910,1508105348,+33.0175399,-080.0099468,8297.045085150561,0.1
172,16740,16740,310M700US16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area",M1,1,G3110,14496906383,302316879,+35.1663423,-080.7972848,14904.661568881262,0.1
,16820,16820,310M700US16820,"Charlottesville, VA","Charlottesville, VA Metro Area",M1,1,G3110,4259318256,35667354,+37.9490837,-078.5932062,4349.644603959428,0.1
174,16860,16860,310M700US16860,"Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area",M1,1,G3110,5420114304,126696262,+35.0493612,-085.3611582,5545.483089890469,0.1
,16940,16940,310M700US16940,"Cheyenne, WY","Cheyenne, WY Metro Area",M1,1,G3110,6956355028,4348083,+41.2928302,-104.6603950,7338.980754740075,0.1
176,16980,16980,310M700US16980,"Chicago-Naperville-Elgin, IL-IN","Chicago-Naperville-Elgin, IL-IN Metro Area",M1,1,G3110,17930837117,4924513563,+41.7587800,-087.8418871,22840.93922549621,0.1
,17020,17020,310M700US17020,"Chico, CA","Chico, CA Metro Area",M1,1,G3110,4238545149,105204062,+39.6653362,-121.6032086,5368.939200299844,0.1
198,17060,17060,310M700US17060,"Chillicothe, OH","Chillicothe, OH Micro Area",M2,2,G3110,1784931094,9994410,+39.3238949,-083.0595381,1798.6076435116875,0.1
178,17140,17140,310M700US17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,1,G3110,11357579291,208768333,+39.0785953,-084.4635350,11571.109230671074,0.1
242,17220,17220,310M700US17220,"Clarksburg, WV","Clarksburg, WV Micro Area",M2,2,G3110,2353015440,10796591,+39.2883500,-080.4315298,2380.6902534164115,0.1
368,17260,17260,310M700US17260,"Clarksdale, MS","Clarksdale, MS Micro Area",M2,2,G3110,1432526490,77525442,+34.2303156,-090.6040104,1512.9493677178032,0.1
,17300,17300,310M700US17300,"Clarksville, TN-KY","Clarksville, TN-KY Metro Area",M1,1,G3110,5589292735,218018718,+36.6957098,-087.6243072,5803.177116455983,0.1
,17340,17340,310M700US17340,"Clearlake, CA","Clearlake, CA Micro Area",M2,2,G3110,3250693464,189054363,+39.1080094,-122.7452171,4329.554858528733,0.1
,17380,17380,310M700US17380,"Cleveland, MS","Cleveland, MS Micro Area",M2,2,G3110,2270141682,81446732,+33.7991391,-090.8841199,2357.2084565284113,0.1
184,17410,17410,310M700US17410,"Cleveland, OH","Cleveland, OH Metro Area",M1,1,G3110,6996719385,6852759688,+41.6675481,-081.4305203,13912.349632923531,0.1
174,17420,17420,310M700US17420,"Cleveland, TN","Cleveland, TN Metro Area",M1,1,G3110,1977111876,26866021,+35.1381174,-084.6550787,2004.62193422123,0.1
163,17500,17500,310M700US17500,"Clewiston, FL","Clewiston, FL Micro Area",M2,2,G3110,5083554966,553873280,+26.7391910,-081.1840010,5679.860572544068,0.1
209,17540,17540,310M700US17540,"Clinton, IA","Clinton, IA Micro Area",M2,2,G3110,1799934701,39410955,+41.8980732,-090.5342431,1841.7753501460452,0.1
,17580,17580,310M700US17580,"Clovis, NM","Clovis, NM Micro Area",M2,2,G3110,9975532777,26672616,+34.2215510,-103.4312415,10575.392112486184,0.1
434,17620,17620,310M700US17620,"Coamo, PR","Coamo, PR Micro Area",M2,2,G3110,290242458,111134077,+18.0287089,-066.3697631,452.08760465828516,0.1
490,17640,17640,310M700US17640,"Coco, PR","Coco, PR Micro Area",M2,2,G3110,179755401,115816412,+17.9714853,-066.2622515,333.3805514270953,0.1
,17650,17650,310M700US17650,"Cody, WY","Cody, WY Micro Area",M2,2,G3110,17972027723,67638744,+44.4923865,-109.5935975,19492.199231903785,0.1
518,17660,17660,310M700US17660,"Coeur d'Alene, ID","Coeur d'Alene, ID Metro Area",M1,1,G3110,3205836476,184444918,+47.6759569,-116.6959192,3812.920301623593,0.1
,17740,17740,310M700US17740,"Coldwater, MI","Coldwater, MI Micro Area",M2,2,G3110,1311597690,34428004,+41.9184551,-085.0668852,1345.8112879535943,0.1
,41260,41260,310M700US41260,"St. Marys, PA","St. Marys, PA Micro Area",M2,2,G3110,2141664026,12792134,+41.4273317,-078.6539366,2178.6837623440283,0.1
566,41400,41400,310M700US41400,"Salem, OH","Salem, OH Micro Area",M2,2,G3110,1377658468,7277033,+40.7700730,-080.7784550,1393.2595192414615,0.1
440,41420,41420,310M700US41420,"Salem, OR","Salem, OR Metro Area",M1,1,G3110,4977344412,34800254,+44.9033845,-122.9017571,6054.995908710152,0.1
,41460,41460,310M700US41460,"Salina, KS","Salina, KS Micro Area",M2,2,G3110,3732102407,4328531,+38.9645697,-097.6633868,3812.510245455971,0.1
,41500,41500,310M700US41500,"Salinas, CA","Salinas, CA Metro Area",M1,1,G3110,8499610241,1267806311,+36.2401044,-121.3155781,12312.188207348938,0.1
480,41540,41540,310M700US41540,"Salisbury, MD","Salisbury, MD Metro Area",M1,1,G3110,1797907174,819422824,+38.1972788,-075.7692524,2678.2923075181216,0.1
482,41620,41620,310M700US41620,"Salt Lake City-Murray, UT","Salt Lake City-Murray, UT Metro Area",M1,1,G3110,20184092729,773332526,+40.5728869,-112.9532527,23574.751993079914,0.1
,41660,41660,310M700US41660,"San Angelo, TX","San Angelo, TX Metro Area",M1,1,G3110,6666276941,47428099,+31.3653095,-100.6594181,6994.839992106634,0.1
484,41700,41700,310M700US41700,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",M1,1,G3110,18941190171,149248849,+29.4330599,-098.6069734,19683.01091532392,0.1
,41740,41740,310M700US41740,"San Diego-Chula Vista-Carlsbad, CA","San Diego-Chula Vista-Carlsbad, CA Metro Area",M1,1,G3110,10905046431,816535836,+33.0236041,-116.7761174,14179.440035033998,0.1
,41760,41760,310M700US41760,"Sandpoint, ID","Sandpoint, ID Micro Area",M2,2,G3110,4489041236,478899611,+48.3246343,-116.6274498,5566.268712979476,0.1
184,41780,41780,310M700US41780,"Sandusky, OH","Sandusky, OH Metro Area",M1,1,G3110,1310508251,1825607819,+41.5196059,-082.7945682,3143.1735362304626,0.1
450,41820,41820,310M700US41820,"Sanford, NC","Sanford, NC Micro Area",M2,2,G3110,660633151,10699612,+35.4763365,-079.1721174,679.1903841541459,0.1
488,41860,41860,310M700US41860,"San Francisco-Oakland-Fremont, CA","San Francisco-Oakland-Fremont, CA Metro Area",M1,1,G3110,6396759028,2476945717,+37.7737185,-122.2744317,11209.063039029725,0.1
488,41940,41940,310M700US41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1,1,G3110,6940482586,38316367,+36.9084718,-121.3713721,8764.953842856077,0.1
490,41980,41980,310M700US41980,"San Juan-Bayamón-Caguas, PR","San Juan-Bayamón-Caguas, PR Metro Area",M1,1,G3110,3724970913,1457951261,+18.2944526,-066.0368437,5858.833518842165,0.1
,42020,42020,310M700US42020,"San Luis Obispo-Paso Robles, CA","San Luis Obispo-Paso Robles, CA Metro Area",M1,1,G3110,8549140866,815650229,+35.3881891,-120.4488974,11735.453555480639,0.1
488,42100,42100,310M700US42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area",M1,1,G3110,1152818088,419720203,+37.0123466,-122.0077889,1990.0888666335904,0.1
105,42140,42140,310M700US42140,"Santa Fe, NM","Santa Fe, NM Metro Area",M1,1,G3110,4947861289,2643021,+35.5145309,-105.9639718,5320.960434457571,0.1
,42200,42200,310M700US42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA Metro Area",M1,1,G3110,7080874935,2729198796,+34.5366774,-120.0383645,12288.710796523603,0.1
,42220,42220,310M700US42220,"Santa Rosa-Petaluma, CA","Santa Rosa-Petaluma, CA Metro Area",M1,1,G3110,4080103615,497291856,+38.5251824,-122.9261095,5798.672929416055,0.1
,42300,42300,310M700US42300,"Sault Ste. Marie, MI","Sault Ste. Marie, MI Micro Area",M2,2,G3110,4036530069,2952489353,+46.3218192,-084.5206297,6989.934330734773,0.1
496,42340,42340,310M700US42340,"Savannah, GA","Savannah, GA Metro Area",M1,1,G3110,3494184171,565190992,+32.1092557,-081.2732867,4085.517196561989,0.1
,42380,42380,310M700US42380,"Sayre, PA","Sayre, PA Micro Area",M2,2,G3110,2971688853,35331261,+41.7915044,-076.5021231,3061.198854717105,0.1
,42420,42420,310M700US42420,"Scottsbluff, NE","Scottsbluff, NE Micro Area",M2,2,G3110,3847840260,15761527,+41.6992563,-103.7085554,4047.7286650387214,0.1
174,42460,42460,310M700US42460,"Scottsboro, AL","Scottsboro, AL Micro Area",M2,2,G3110,2792044612,126334711,+34.7641140,-085.9800556,2916.6702952145415,0.1
,42540,42540,310M700US42540,"Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA Metro Area",M1,1,G3110,4521993346,77939265,+41.3228806,-075.8981877,4694.865482677639,0.1
,42580,42580,310M700US42580,"Seaford, DE","Seaford, DE Micro Area",M2,2,G3110,2424590442,674129051,+38.6732275,-075.3370237,3175.6236472256455,0.1
340,42620,42620,310M700US42620,"Searcy, AR","Searcy, AR Micro Area",M2,2,G3110,2677959079,20840622,+35.2551175,-091.7530339,2709.0816260653473,0.1
500,42660,42660,310M700US42660,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area",M1,1,G3110,15203785310,1135531584,+47.4905518,-121.8339765,19191.267751304855,0.1
370,42680,42680,310M700US42680,"Sebastian-Vero Beach-West Vero Corridor, FL","Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",M1,1,G3110,1301606834,295447715,+27.7005283,-080.5747894,1611.697045309507,0.1
,42700,42700,310M700US42700,"Sebring, FL","Sebring, FL Metro Area",M1,1,G3110,2635737491,230656943,+27.3410799,-081.3423534,2886.377140636903,0.1
,42740,42740,310M700US42740,"Sedalia, MO","Sedalia, MO Micro Area",M2,2,G3110,1766985955,10468698,+38.7273880,-093.2851901,1789.1415883260852,0.1
146,42780,42780,310M700US42780,"Selinsgrove, PA","Selinsgrove, PA Micro Area",M2,2,G3110,851547198,7158854,+40.7554117,-077.0730201,872.9673204731405,0.1
388,42820,42820,310M700US42820,"Selma, AL","Selma, AL Micro Area",M2,2,G3110,2534919602,39124772,+32.3335263,-087.1143600,2572.005563995457,0.1
273,42860,42860,310M700US42860,"Seneca, SC","Seneca, SC Micro Area",M2,2,G3110,1622797504,121709713,+34.7487656,-083.0615395,1748.698636530011,0.1
464,42900,42900,310M700US42900,"Seneca Falls, NY","Seneca Falls, NY Micro Area",M2,2,G3110,838372771,172818533,+42.7822943,-076.8270880,1027.7264090259873,0.1
315,42940,42940,310M700US42940,"Sevierville, TN","Sevierville, TN Micro Area",M2,2,G3110,1534615545,13412243,+35.7878224,-083.5249005,1550.5618749105604,0.1
294,42980,42980,310M700US42980,"Seymour, IN","Seymour, IN Micro Area",M2,2,G3110,1320837986,10172528,+38.9119571,-086.0425161,1330.1792188485927,0.1
267,43020,43020,310M700US43020,"Shawano, WI","Shawano, WI Micro Area",M2,2,G3110,3239659345,60905508,+44.8516431,-088.7455433,3299.50971722741,0.1
416,43060,43060,310M700US43060,"Shawnee, OK","Shawnee, OK Micro Area",M2,2,G3110,2040375638,14845673,+35.2113915,-096.9570036,2095.5235761514696,0.1
,43100,43100,310M700US43100,"Sheboygan, WI","Sheboygan, WI Metro Area",M1,1,G3110,1324828371,1967670377,+43.7387131,-087.7315310,3290.1253162029666,0.1
172,43140,43140,310M700US43140,"Shelby-Kings Mountain, NC","Shelby-Kings Mountain, NC Micro Area",M2,2,G3110,1202409706,10168594,+35.3346302,-081.5571145,1218.9469364801437,0.1
400,43180,43180,310M700US43180,"Shelbyville, TN","Shelbyville, TN Micro Area",M2,2,G3110,1226719752,2980759,+35.5136604,-086.4582939,1228.7932745799326,0.1
500,43220,43220,310M700US43220,"Shelton, WA","Shelton, WA Micro Area",M2,2,G3110,2485231718,236956999,+47.3508322,-123.1731033,3239.123785612776,0.1
,43260,43260,310M700US43260,"Sheridan, WY","Sheridan, WY Micro Area",M2,2,G3110,6535475080,7986330,+44.7813692,-106.8812114,6944.090970830683,0.1
206,43300,43300,310M700US43300,"Sherman-Denison, TX","Sherman-Denison, TX Metro Area",M1,1,G3110,2416024355,120093895,+33.6245482,-096.6757774,2584.9832767483254,0.1
,43320,43320,310M700US43320,"Show Low, AZ","Show Low, AZ Micro Area",M2,2,G3110,25769074415,24121089,+35.3907852,-110.3210248,28782.19407135797,0.1
508,43340,43340,310M700US43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",M1,1,G3110,6722583837,266607846,+32.4376822,-093.7448836,7053.279847631885,0.1
212,43380,43380,310M700US43380,"Sidney, OH","Sidney, OH Micro Area",M2,2,G3110,1055922235,7802978,+40.3366802,-084.2041425,1064.353726412312,0.1
,43420,43420,310M700US43420,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ Metro Area",M1,1,G3110,16083471946,17648749,+31.8401287,-109.7751627,18043.441786452076,0.1
164,43460,43460,310M700US43460,"Sikeston, MO","Sikeston, MO Micro Area",M2,2,G3110,2153839951,59688646,+36.9428296,-089.4276009,2214.322097622568,0.1
,43500,43500,310M700US43500,"Silver City, NM","Silver City, NM Micro Area",M2,2,G3110,10259478297,15295130,+32.7320870,-108.3815043,11337.738540193372,0.1
512,43580,43580,310M700US43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD Metro Area",M1,1,G3110,4138617884,37440028,+42.5080368,-096.3113136,4233.153197448949,0.1
,17780,17780,310M700US17780,"College Station-Bryan, TX","College Station-Bryan, TX Metro Area",M1,1,G3110,5439946686,86586773,+30.7543917,-096.4885368,5635.825837697788,0.1
,17820,17820,310M700US17820,"Colorado Springs, CO","Colorado Springs, CO Metro Area",M1,1,G3110,6950380417,12025227,+38.8455072,-104.6387277,7369.928209787036,0.1
190,17860,17860,310M700US17860,"Columbia, MO","Columbia, MO Metro Area",M1,1,G3110,4439493680,45562927,+38.9865231,-092.5852358,4507.374665780843,0.1
192,17900,17900,310M700US17900,"Columbia, SC","Columbia, SC Metro Area",M1,1,G3110,9591051665,338419231,+34.0775845,-081.0378453,9996.003982716336,0.1
194,17980,17980,310M700US17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area",M1,1,G3110,7215969395,82298693,+32.4193768,-084.8437095,7299.931811298462,0.1
294,18020,18020,310M700US18020,"Columbus, IN","Columbus, IN Metro Area",M1,1,G3110,1053968865,6715105,+39.2058430,-085.8979988,1060.074479860046,0.1
523,18060,18060,310M700US18060,"Columbus, MS","Columbus, MS Micro Area",M2,2,G3110,3109617324,40960265,+33.2511332,-088.5063486,3149.621075578202,0.1
,18100,18100,310M700US18100,"Columbus, NE","Columbus, NE Micro Area",M2,2,G3110,2814223018,37627050,+41.5746963,-097.3531448,2902.291298453682,0.1
198,18140,18140,310M700US18140,"Columbus, OH","Columbus, OH Metro Area",M1,1,G3110,12425326042,139143612,+39.9685617,-082.8359105,12593.920588460202,0.1
148,18180,18180,310M700US18180,"Concord, NH","Concord, NH Micro Area",M2,2,G3110,2416176927,57199007,+43.2995786,-071.6800412,2566.6399190428283,0.1
458,18220,18220,310M700US18220,"Connersville, IN","Connersville, IN Micro Area",M2,2,G3110,556901575,366408,+39.6396544,-085.1850337,557.1579639153202,0.1
,18260,18260,310M700US18260,"Cookeville, TN","Cookeville, TN Micro Area",M2,2,G3110,3936993913,42129555,+36.1907072,-085.4637594,3977.8383914187802,0.1
,18300,18300,310M700US18300,"Coos Bay-North Bend, OR","Coos Bay-North Bend, OR Micro Area",M2,2,G3110,4133733924,544707630,+43.1859095,-124.0941335,5798.420715019631,0.1
371,18340,18340,310M700US18340,"Corbin, KY","Corbin, KY Micro Area",M2,2,G3110,4473559301,52943961,+36.9859162,-083.9660657,4531.101148587248,0.1
,18380,18380,310M700US18380,"Cordele, GA","Cordele, GA Micro Area",M2,2,G3110,706237949,21408088,+31.9202675,-083.7565301,728.7421014995683,0.1
539,18420,18420,310M700US18420,"Corinth, MS","Corinth, MS Micro Area",M2,2,G3110,1036110409,3408033,+34.8865689,-088.5811091,1039.2246798126748,0.1
122,18460,18460,310M700US18460,"Cornelia, GA","Cornelia, GA Micro Area",M2,2,G3110,717081397,5672376,+34.6343924,-083.5258749,723.9793116078762,0.1
236,18500,18500,310M700US18500,"Corning, NY","Corning, NY Micro Area",M2,2,G3110,3601403378,35034921,+42.2667252,-077.3855253,3690.1516258415913,0.1
204,18580,18580,310M700US18580,"Corpus Christi, TX","Corpus Christi, TX Metro Area",M1,1,G3110,4622291697,1597157316,+27.8948171,-097.4016678,6377.872379335893,0.1
206,18620,18620,310M700US18620,"Corsicana, TX","Corsicana, TX Micro Area",M2,2,G3110,2615116308,197615409,+32.0484480,-096.4769087,2866.5533156302504,0.1
296,18660,18660,310M700US18660,"Cortland, NY","Cortland, NY Micro Area",M2,2,G3110,1291817952,7110638,+42.5940390,-076.0762398,1323.7737696985002,0.1
440,18700,18700,310M700US18700,"Corvallis, OR","Corvallis, OR Metro Area",M1,1,G3110,1748781824,7670897,+44.4938816,-123.4246641,2139.801231394244,0.1
184,18740,18740,310M700US18740,"Coshocton, OH","Coshocton, OH Micro Area",M2,2,G3110,1460521588,9127208,+40.2967096,-081.9301092,1475.2335714500286,0.1
294,18820,18820,310M700US18820,"Crawfordsville, IN","Crawfordsville, IN Micro Area",M2,2,G3110,1307042310,2055936,+40.0402962,-086.8927145,1308.056947731752,0.1
152,18860,18860,310M700US18860,"Crescent City, CA","Crescent City, CA Micro Area",M2,2,G3110,2606049835,578810831,+41.7499033,-123.9809983,3986.290581456814,0.1
,18880,18880,310M700US18880,"Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL Metro Area",M1,1,G3110,5097431530,1781933552,+30.5949415,-086.3581638,6874.572026983069,0.1
,18900,18900,310M700US18900,"Crossville, TN","Crossville, TN Micro Area",M2,2,G3110,1764581460,9092132,+35.9523984,-084.9947614,1773.686525248792,0.1
142,18980,18980,310M700US18980,"Cullman, AL","Cullman, AL Micro Area",M2,2,G3110,1902985237,52510688,+34.1319229,-086.8692666,1953.9491739846924,0.1
,19060,19060,310M700US19060,"Cumberland, MD-WV","Cumberland, MD-WV Micro Area",M2,2,G3110,1942699600,18177245,+39.5321854,-078.8070822,1983.3905203250265,0.1
206,19100,19100,310M700US19100,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,1,G3110,22470698863,858023490,+32.8491708,-096.9704894,23817.99222880623,0.1
174,19140,19140,310M700US19140,"Dalton, GA","Dalton, GA Metro Area",M1,1,G3110,1644485120,7297349,+34.7969557,-084.8562790,1652.0451482735532,0.1
169,19180,19180,310M700US19180,"Danville, IL","Danville, IL Micro Area",M2,2,G3110,2326639022,7527080,+40.1867542,-087.7267779,2332.5285613547785,0.1
,19220,19220,310M700US19220,"Danville, KY","Danville, KY Micro Area",M2,2,G3110,1329284725,15522624,+37.5078476,-084.7356841,1345.0663129288594,0.1
,19260,19260,310M700US19260,"Danville, VA","Danville, VA Micro Area",M2,2,G3110,2620563892,26231518,+36.8118530,-079.4001219,2674.8246267366776,0.1
380,19300,19300,310M700US19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",M1,1,G3110,4117781416,1132830835,+30.6592183,-087.7460666,5247.107211515275,0.1
209,19340,19340,310M700US19340,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",M1,1,G3110,5879009021,114034935,+41.3916799,-090.4600760,6000.741978508215,0.1
212,19430,19430,310M700US19430,"Dayton-Kettering-Beavercreek, OH","Dayton-Kettering-Beavercreek, OH Metro Area",M1,1,G3110,3319237635,22217796,+39.8297456,-084.1409921,3343.734218645601,0.1
290,19460,19460,310M700US19460,"Decatur, AL","Decatur, AL Metro Area",M1,1,G3110,3290214871,118863706,+34.4893614,-087.0971469,3406.409669788035,0.1
,19500,19500,310M700US19500,"Decatur, IL","Decatur, IL Metro Area",M1,1,G3110,1503613060,13477733,+39.8602372,-088.9615288,1516.9326648537387,0.1
